ticker,date,entry,confidence,return,days_held,exit
AARVEEDEN.NS,2024-12-05T00:00:00.000000000,83.27999877929688,0.860411,0.04,2,TP
AARVEEDEN.NS,2024-12-06T00:00:00.000000000,84.94000244140625,0.87582946,0.04,2,TP
AARVEEDEN.NS,2024-12-09T00:00:00.000000000,86.62999725341797,0.87582946,0.04,2,TP
AARVEEDEN.NS,2024-12-10T00:00:00.000000000,88.36000061035156,0.87582946,0.04,2,TP
AARVEEDEN.NS,2024-12-11T00:00:00.000000000,90.12000274658203,0.88881826,0.04,2,TP
AARVEEDEN.NS,2024-12-12T00:00:00.000000000,91.91999816894531,0.88881826,0.04,2,TP
AARVEEDEN.NS,2024-12-13T00:00:00.000000000,93.75,0.88881826,0.04,2,TP
AARVEEDEN.NS,2024-12-16T00:00:00.000000000,95.62000274658203,0.88881826,0.04,2,TP
AARVEEDEN.NS,2024-12-17T00:00:00.000000000,97.52999877929688,0.88881826,0.04,2,TP
AARVEEDEN.NS,2024-12-18T00:00:00.000000000,99.4800033569336,0.88881826,0.04,2,TP
AARVEEDEN.NS,2024-12-19T00:00:00.000000000,101.45999908447266,0.88881826,0.04,2,TP
AARVEEDEN.NS,2024-12-20T00:00:00.000000000,103.4800033569336,0.88881826,0.04,4,TP
AARVEEDEN.NS,2024-12-23T00:00:00.000000000,105.54000091552734,0.88881826,0.04,4,TP
AARVEEDEN.NS,2024-12-24T00:00:00.000000000,106.0,0.8866519,0.04,3,TP
AARVEEDEN.NS,2024-12-26T00:00:00.000000000,107.5999984741211,0.8907854,0.04,2,TP
AARVEEDEN.NS,2024-12-27T00:00:00.000000000,109.75,0.8866519,0.04,2,TP
AARVEEDEN.NS,2024-12-30T00:00:00.000000000,111.94000244140625,0.8907854,0.04,2,TP
AARVEEDEN.NS,2024-12-31T00:00:00.000000000,114.16999816894531,0.8907854,0.04,2,TP
AARVEEDEN.NS,2025-01-01T00:00:00.000000000,116.44999694824219,0.8907854,0.04,2,TP
AARVEEDEN.NS,2025-01-02T00:00:00.000000000,118.7699966430664,0.8907854,0.04,3,TP
AARVEEDEN.NS,2025-01-03T00:00:00.000000000,121.13999938964844,0.8907854,0.04,3,TP
AARVEEDEN.NS,2025-01-06T00:00:00.000000000,121.5999984741211,0.89144564,0.04,2,TP
AARVEEDEN.NS,2025-01-07T00:00:00.000000000,124.0,0.8775517,0.04,2,TP
AARVEEDEN.NS,2025-01-08T00:00:00.000000000,126.4800033569336,0.8802007,0.04,2,TP
AARVEEDEN.NS,2025-01-09T00:00:00.000000000,129.0,0.8802007,0.04,2,TP
AARVEEDEN.NS,2025-01-10T00:00:00.000000000,131.5800018310547,0.8802007,0.04,5,TP
AARVEEDEN.NS,2025-01-13T00:00:00.000000000,134.2100067138672,0.8802007,0.0282,5,EXP
ABDL.NS,2024-10-07T00:00:00.000000000,308.29998779296875,0.70602036,0.04,1,TP
ABMINTLLTD.NS,2024-10-24T00:00:00.000000000,86.69999694824219,0.704918,0.04,1,TP
ABMINTLLTD.NS,2024-10-25T00:00:00.000000000,91.02999877929688,0.71503603,0.04,1,TP
ABMINTLLTD.NS,2024-10-28T00:00:00.000000000,95.58000183105469,0.73383254,0.04,1,TP
ABMINTLLTD.NS,2024-10-29T00:00:00.000000000,100.3499984741211,0.7596335,0.04,1,TP
ABMINTLLTD.NS,2024-10-30T00:00:00.000000000,105.36000061035156,0.75168645,-0.05,1,SL
ACCURACY.NS,2024-12-06T00:00:00.000000000,11.420000076293945,0.7529624,0.04,1,TP
ACE.NS,2025-01-13T00:00:00.000000000,1245.5,0.711674,0.04,3,TP
ACE.NS,2025-01-14T00:00:00.000000000,1265.8499755859375,0.71090466,0.04,4,TP
ACEINTEG.NS,2024-07-04T00:00:00.000000000,33.900001525878906,0.74143654,-0.0215,3,SL
ACEINTEG.NS,2024-07-15T00:00:00.000000000,33.290000915527344,0.7011552,-0.0201,5,SL
ACL.NS,2024-07-16T00:00:00.000000000,98.16999816894531,0.7116522,-0.0398,2,SL
ACMESOLAR.NS,2025-01-27T00:00:00.000000000,180.80999755859375,0.75396436,-0.0385,1,SL
ACMESOLAR.NS,2025-01-28T00:00:00.000000000,173.85000610351562,0.7176046,0.04,1,TP
ADANIENSOL.NS,2025-01-13T00:00:00.000000000,688.75,0.7186864,0.04,1,TP
